,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,sh,sot,dist,fk,pk,pkatt,season,team,target,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling
463,2021-12-12,14:00,Matchweek 16,Sun,Home,W,4.0,0.0,Newcastle Utd,2.9,1.3,47.0,31959.0,Kasper Schmeichel,4-2-3-1,Peter Bankes,Match Report,7.0,4.0,19.1,1.0,1.0,1.0,2021,Leicester City,1,1,15,14,6,2.3333333333333335,2.0,15.0,6.0,15.933333333333332,0.0,0.0,0.0
464,2021-12-26,15:00,Matchweek 19,Sun,Away,L,3.0,6.0,Manchester City,2.4,3.9,28.0,53226.0,Kasper Schmeichel,4-4-1-1,Chris Kavanagh,Match Report,14.0,8.0,16.9,1.0,0.0,0.0,2021,Leicester City,0,0,13,15,6,2.3333333333333335,1.3333333333333333,11.333333333333334,4.666666666666667,17.433333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333
465,2021-12-28,20:00,Matchweek 20,Tue,Home,W,1.0,0.0,Liverpool,0.6,2.7,37.0,32230.0,Kasper Schmeichel,4-3-1-2,Michael Oliver,Match Report,6.0,1.0,14.9,0.0,0.0,0.0,2021,Leicester City,1,1,12,20,1,2.6666666666666665,2.6666666666666665,11.0,5.333333333333333,17.3,0.6666666666666666,0.3333333333333333,0.3333333333333333
466,2022-01-19,19:30,Matchweek 17,Wed,Home,L,2.0,3.0,Tottenham,1.3,4.1,49.0,31986.0,Kasper Schmeichel,3-5-2,Jonathan Moss,Match Report,14.0,4.0,18.2,0.0,0.0,0.0,2021,Leicester City,0,1,19,19,2,2.6666666666666665,2.0,9.0,4.333333333333333,16.966666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333
467,2022-01-23,14:00,Matchweek 23,Sun,Home,D,1.0,1.0,Brighton,1.7,1.5,44.0,31231.0,Kasper Schmeichel,4-2-3-1,Martin Atkinson,Match Report,15.0,5.0,19.8,1.0,0.0,0.0,2021,Leicester City,0,1,4,14,6,2.0,3.0,11.333333333333334,4.333333333333333,16.666666666666668,0.3333333333333333,0.0,0.0
468,2022-02-10,19:45,Matchweek 24,Thu,Away,L,0.0,2.0,Liverpool,0.6,2.2,36.0,53050.0,Kasper Schmeichel,4-2-3-1,Chris Kavanagh,Match Report,5.0,1.0,17.3,1.0,0.0,0.0,2021,Leicester City,0,0,12,19,3,1.3333333333333333,1.3333333333333333,11.666666666666666,3.3333333333333335,17.633333333333336,0.3333333333333333,0.0,0.0
469,2022-02-13,16:30,Matchweek 25,Sun,Home,D,2.0,2.0,West Ham,1.6,1.0,55.0,32061.0,Kasper Schmeichel,4-3-3,Michael Oliver,Match Report,12.0,1.0,19.6,0.0,1.0,1.0,2021,Leicester City,0,1,21,16,6,1.0,2.0,11.333333333333334,3.3333333333333335,18.433333333333334,0.6666666666666666,0.0,0.0
470,2022-02-20,16:30,Matchweek 26,Sun,Away,L,1.0,2.0,Wolves,1.7,1.3,63.0,31587.0,Kasper Schmeichel,4-3-3,Craig Pawson,Match Report,17.0,7.0,19.6,1.0,0.0,0.0,2021,Leicester City,0,0,22,16,6,1.0,1.6666666666666667,10.666666666666666,2.3333333333333335,18.900000000000002,0.6666666666666666,0.3333333333333333,0.3333333333333333
471,2022-03-01,19:45,Matchweek 22,Tue,Away,W,2.0,0.0,Burnley,1.8,1.1,55.0,17825.0,Kasper Schmeichel,4-3-3,Chris Kavanagh,Match Report,22.0,6.0,17.7,1.0,0.0,0.0,2021,Leicester City,1,0,5,19,1,1.0,2.0,11.333333333333334,3.0,18.833333333333336,0.6666666666666666,0.3333333333333333,0.3333333333333333
472,2022-03-05,12:30,Matchweek 28,Sat,Home,W,1.0,0.0,Leeds United,0.5,2.0,51.0,32236.0,Kasper Schmeichel,4-3-3,David Coote,Match Report,7.0,4.0,19.1,0.0,0.0,0.0,2021,Leicester City,1,1,10,12,5,1.6666666666666667,1.3333333333333333,17.0,4.666666666666667,18.96666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333
473,2022-03-13,16:30,Matchweek 29,Sun,Away,L,0.0,2.0,Arsenal,0.5,2.8,54.0,60111.0,Kasper Schmeichel,4-2-3-1,Anthony Taylor,Match Report,6.0,3.0,15.1,0.0,0.0,0.0,2021,Leicester City,0,0,0,16,6,1.3333333333333333,0.6666666666666666,15.333333333333334,5.666666666666667,18.8,0.6666666666666666,0.0,0.0
474,2022-03-20,14:00,Matchweek 30,Sun,Home,W,2.0,1.0,Brentford,1.0,1.7,52.0,31830.0,Kasper Schmeichel,4-2-3-1,Darren England,Match Report,12.0,4.0,19.2,1.0,0.0,0.0,2021,Leicester City,1,1,3,14,6,1.0,0.6666666666666666,11.666666666666666,4.333333333333333,17.3,0.3333333333333333,0.0,0.0
475,2022-04-02,17:30,Matchweek 31,Sat,Away,D,1.0,1.0,Manchester Utd,0.9,1.0,46.0,73444.0,Kasper Schmeichel,4-2-3-1,Andre Marriner,Match Report,11.0,3.0,16.7,0.0,0.0,0.0,2021,Leicester City,0,0,14,17,5,1.0,1.0,8.333333333333334,3.6666666666666665,17.8,0.3333333333333333,0.0,0.0
476,2022-04-10,14:00,Matchweek 32,Sun,Home,W,2.0,1.0,Crystal Palace,1.3,1.6,51.0,31896.0,Kasper Schmeichel,4-2-3-1,Robert Jones,Match Report,12.0,3.0,21.1,2.0,0.0,0.0,2021,Leicester City,1,1,7,14,6,1.0,1.3333333333333333,9.666666666666666,3.3333333333333335,17.0,0.3333333333333333,0.0,0.0
477,2022-04-17,14:15,Matchweek 33,Sun,Away,L,1.0,2.0,Newcastle Utd,0.9,1.8,68.0,52104.0,Kasper Schmeichel,4-1-4-1,Jarred Gillett,Match Report,8.0,2.0,16.4,0.0,0.0,0.0,2021,Leicester City,0,0,15,14,6,1.6666666666666667,1.0,11.666666666666666,3.3333333333333335,19.0,1.0,0.0,0.0
478,2022-04-20,19:45,Matchweek 18,Wed,Away,D,1.0,1.0,Everton,1.2,2.0,63.0,39153.0,Kasper Schmeichel,4-2-3-1,David Coote,Match Report,11.0,3.0,16.5,0.0,0.0,0.0,2021,Leicester City,0,0,8,19,2,1.3333333333333333,1.3333333333333333,10.333333333333334,2.6666666666666665,18.066666666666666,0.6666666666666666,0.0,0.0
479,2022-04-23,15:00,Matchweek 34,Sat,Home,D,0.0,0.0,Aston Villa,0.3,1.2,64.0,32185.0,Kasper Schmeichel,4-1-4-1,Andy Madley,Match Report,5.0,2.0,24.2,2.0,0.0,0.0,2021,Leicester City,0,1,1,15,5,1.3333333333333333,1.3333333333333333,10.333333333333334,2.6666666666666665,18.0,0.6666666666666666,0.0,0.0
480,2022-05-01,14:00,Matchweek 35,Sun,Away,L,1.0,3.0,Tottenham,0.5,1.5,60.0,59482.0,Kasper Schmeichel,3-5-2,Jonathan Moss,Match Report,6.0,2.0,20.4,0.0,0.0,0.0,2021,Leicester City,0,0,19,14,6,0.6666666666666666,1.0,8.0,2.3333333333333335,19.033333333333335,0.6666666666666666,0.0,0.0
481,2022-05-08,14:00,Matchweek 36,Sun,Home,L,1.0,2.0,Everton,1.2,1.1,66.0,32001.0,Kasper Schmeichel,3-1-4-2,Craig Pawson,Match Report,16.0,8.0,19.8,0.0,0.0,0.0,2021,Leicester City,0,1,8,14,6,0.6666666666666666,1.3333333333333333,7.333333333333333,2.3333333333333335,20.366666666666667,0.6666666666666666,0.0,0.0
482,2022-05-11,19:45,Matchweek 21,Wed,Home,W,3.0,0.0,Norwich City,2.2,1.1,65.0,38092.0,Kasper Schmeichel,4-2-3-1,Simon Hooper,Match Report,20.0,8.0,18.5,0.0,0.0,0.0,2021,Leicester City,1,1,16,19,2,0.6666666666666666,1.6666666666666667,9.0,4.0,21.466666666666665,0.6666666666666666,0.0,0.0
483,2022-05-15,14:00,Matchweek 37,Sun,Away,W,5.0,1.0,Watford,2.4,1.7,59.0,20257.0,Jonny Evans,4-1-4-1,Jarred Gillett,Match Report,13.0,7.0,16.4,0.0,0.0,0.0,2021,Leicester City,1,0,20,14,6,1.6666666666666667,1.6666666666666667,14.0,6.0,19.566666666666666,0.0,0.0,0.0
484,2022-05-19,20:00,Matchweek 27,Thu,Away,D,1.0,1.0,Chelsea,0.1,1.8,33.0,31478.0,Kasper Schmeichel,3-1-4-2,Stuart Attwell,Match Report,2.0,1.0,25.1,0.0,0.0,0.0,2021,Leicester City,0,0,6,20,3,3.0,1.0,16.333333333333332,7.666666666666667,18.233333333333334,0.0,0.0,0.0
485,2022-05-22,16:00,Matchweek 38,Sun,Home,W,4.0,1.0,Southampton,3.1,1.2,51.0,32003.0,Kasper Schmeichel,4-2-3-1,Jonathan Moss,Match Report,12.0,6.0,12.8,0.0,0.0,0.0,2021,Leicester City,1,1,18,16,6,3.0,0.6666666666666666,11.666666666666666,5.333333333333333,20.0,0.0,0.0,0.0
486,2022-08-07,14:00,Matchweek 1,Sun,Home,D,2.0,2.0,Brentford,0.6,0.8,56.0,31794.0,Jonny Evans,3-5-1-1,Jarred Gillett,Match Report,14.0,5.0,23.1,0.0,0.0,0.0,2022,Leicester City,0,1,3,14,6,3.3333333333333335,1.0,9.0,4.666666666666667,18.1,0.0,0.0,0.0
487,2022-08-13,15:00,Matchweek 2,Sat,Away,L,2.0,4.0,Arsenal,0.5,2.7,50.0,60033.0,Jonny Evans,3-5-1-1,Darren England,Match Report,6.0,2.0,14.6,0.0,0.0,0.0,2022,Leicester City,0,0,0,15,5,2.3333333333333335,1.3333333333333333,9.333333333333334,4.0,20.333333333333336,0.0,0.0,0.0
488,2022-08-20,15:00,Matchweek 3,Sat,Home,L,1.0,2.0,Southampton,0.3,0.9,62.0,30850.0,Jonny Evans,4-1-4-1,Michael Salisbury,Match Report,6.0,1.0,17.8,1.0,0.0,0.0,2022,Leicester City,0,1,18,15,5,2.6666666666666665,2.3333333333333335,10.666666666666666,4.333333333333333,16.833333333333336,0.0,0.0,0.0
489,2022-08-27,15:00,Matchweek 4,Sat,Away,L,1.0,2.0,Chelsea,2.5,1.8,55.0,39953.0,Jonny Evans,4-1-4-1,Paul Tierney,Match Report,17.0,5.0,17.9,0.0,0.0,0.0,2022,Leicester City,0,0,6,15,5,1.6666666666666667,2.6666666666666665,8.666666666666666,2.6666666666666665,18.5,0.3333333333333333,0.0,0.0
490,2022-09-01,20:00,Matchweek 5,Thu,Home,L,0.0,1.0,Manchester Utd,0.7,1.5,53.0,32226.0,Jonny Evans,4-1-4-1,Craig Pawson,Match Report,10.0,2.0,23.5,2.0,0.0,0.0,2022,Leicester City,0,1,14,20,3,1.3333333333333333,2.6666666666666665,9.666666666666666,2.6666666666666665,16.766666666666666,0.3333333333333333,0.0,0.0
491,2022-09-04,14:00,Matchweek 6,Sun,Away,L,2.0,5.0,Brighton,1.4,2.6,47.0,31185.0,Jonny Evans,4-4-2,Tony Harrington,Match Report,6.0,4.0,14.8,0.0,0.0,0.0,2022,Leicester City,0,0,4,14,6,0.6666666666666666,1.6666666666666667,11.0,2.6666666666666665,19.73333333333333,1.0,0.0,0.0
492,2022-09-17,17:30,Matchweek 8,Sat,Away,L,2.0,6.0,Tottenham,1.8,2.2,56.0,61450.0,Jonny Evans,4-1-4-1,Simon Hooper,Match Report,18.0,6.0,22.7,0.0,1.0,1.0,2022,Leicester City,0,0,19,17,5,1.0,2.6666666666666665,11.0,3.6666666666666665,18.733333333333334,0.6666666666666666,0.0,0.0
493,2022-10-03,20:00,Matchweek 9,Mon,Home,W,4.0,0.0,Nott'ham Forest,1.3,1.1,51.0,32202.0,Jonny Evans,4-1-4-1,Robert Jones,Match Report,17.0,7.0,17.7,1.0,0.0,0.0,2022,Leicester City,1,1,17,20,0,1.3333333333333333,4.0,11.333333333333334,4.0,20.333333333333332,0.6666666666666666,0.3333333333333333,0.3333333333333333
494,2022-10-08,15:00,Matchweek 10,Sat,Away,L,1.0,2.0,Bournemouth,1.0,1.1,55.0,10272.0,Jonny Evans,4-1-4-1,Michael Salisbury,Match Report,9.0,5.0,13.2,1.0,0.0,0.0,2022,Leicester City,0,0,2,15,5,2.6666666666666665,3.6666666666666665,13.666666666666666,5.666666666666667,18.400000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333
495,2022-10-15,12:30,Matchweek 11,Sat,Home,D,0.0,0.0,Crystal Palace,1.0,0.4,54.0,31298.0,Youri Tielemans,4-1-4-1,Andy Madley,Match Report,14.0,5.0,19.4,1.0,0.0,0.0,2022,Leicester City,0,1,7,12,5,2.3333333333333335,2.6666666666666665,14.666666666666666,6.0,17.866666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333
496,2022-10-20,20:15,Matchweek 12,Thu,Home,W,2.0,0.0,Leeds United,0.8,1.3,46.0,30814.0,Youri Tielemans,4-1-4-1,Peter Bankes,Match Report,5.0,1.0,17.7,0.0,0.0,0.0,2022,Leicester City,1,1,10,20,3,1.6666666666666667,0.6666666666666666,13.333333333333334,5.666666666666667,16.766666666666666,1.0,0.0,0.0
497,2022-10-23,14:00,Matchweek 13,Sun,Away,W,4.0,0.0,Wolves,0.9,2.1,40.0,31425.0,Youri Tielemans,4-1-4-1,Michael Oliver,Match Report,5.0,4.0,14.7,0.0,0.0,0.0,2022,Leicester City,1,0,22,14,6,1.0,0.6666666666666666,9.333333333333334,3.6666666666666665,16.766666666666666,0.6666666666666666,0.0,0.0
498,2022-10-29,12:30,Matchweek 14,Sat,Home,L,0.0,1.0,Manchester City,0.7,1.0,36.0,32223.0,Youri Tielemans,3-4-3,Robert Jones,Match Report,10.0,5.0,16.4,0.0,0.0,0.0,2022,Leicester City,0,1,13,12,5,2.0,0.0,8.0,3.3333333333333335,17.266666666666666,0.3333333333333333,0.0,0.0
499,2022-11-05,17:30,Matchweek 15,Sat,Away,W,2.0,0.0,Everton,2.3,1.2,51.0,39206.0,Youri Tielemans,4-1-4-1,David Coote,Match Report,22.0,8.0,17.5,0.0,0.0,0.0,2022,Leicester City,1,0,8,17,5,2.0,0.3333333333333333,6.666666666666667,3.3333333333333335,16.266666666666666,0.0,0.0,0.0
500,2022-11-12,15:00,Matchweek 16,Sat,Away,W,2.0,0.0,West Ham,1.8,1.4,46.0,,Youri Tielemans,4-1-4-1,Jarred Gillett,Match Report,8.0,5.0,21.3,0.0,0.0,1.0,2022,Leicester City,1,0,21,15,5,2.0,0.3333333333333333,12.333333333333334,5.666666666666667,16.2,0.0,0.0,0.0
501,2021-09-12,16:30,Matchweek 4,Sun,Away,W,3.0,0.0,Leeds United,4.4,1.1,56.0,36507.0,Virgil van Dijk,4-3-3,Craig Pawson,Match Report,30.0,8.0,16.1,1.0,0.0,0.0,2021,Liverpool,1,0,10,16,6,2.0,0.3333333333333333,23.0,6.666666666666667,16.533333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333
502,2021-09-18,15:00,Matchweek 5,Sat,Home,W,3.0,0.0,Crystal Palace,3.3,1.0,59.0,52000.0,Jordan Henderson,4-3-3,Andy Madley,Match Report,25.0,10.0,16.4,1.0,0.0,0.0,2021,Liverpool,1,1,7,15,5,2.0,0.3333333333333333,26.666666666666668,7.333333333333333,16.133333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
503,2021-09-25,17:30,Matchweek 6,Sat,Away,D,3.0,3.0,Brentford,2.6,2.2,67.0,16876.0,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,16.0,5.0,17.0,1.0,0.0,0.0,2021,Liverpool,0,0,3,17,5,2.3333333333333335,0.3333333333333333,26.0,8.0,16.23333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
504,2021-10-03,16:30,Matchweek 7,Sun,Home,D,2.0,2.0,Manchester City,0.8,1.7,49.0,53102.0,Jordan Henderson,4-3-3,Paul Tierney,Match Report,6.0,3.0,15.0,1.0,0.0,0.0,2021,Liverpool,0,1,13,16,6,3.0,1.0,23.666666666666668,7.666666666666667,16.5,1.0,0.0,0.0
505,2021-10-16,12:30,Matchweek 8,Sat,Away,W,5.0,0.0,Watford,3.6,0.5,75.0,21085.0,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,19.0,8.0,16.0,0.0,0.0,0.0,2021,Liverpool,1,0,20,12,5,2.6666666666666665,1.6666666666666667,15.666666666666666,6.0,16.133333333333333,1.0,0.0,0.0
506,2021-10-24,16:30,Matchweek 9,Sun,Away,W,5.0,0.0,Manchester Utd,3.2,1.7,62.0,73088.0,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,19.0,8.0,16.6,0.0,0.0,0.0,2021,Liverpool,1,0,14,16,6,3.3333333333333335,1.6666666666666667,13.666666666666666,5.333333333333333,16.0,0.6666666666666666,0.0,0.0
507,2021-10-30,15:00,Matchweek 10,Sat,Home,D,2.0,2.0,Brighton,1.5,1.1,58.0,52598.0,Jordan Henderson,4-3-3,Mike Dean,Match Report,14.0,3.0,20.8,0.0,0.0,0.0,2021,Liverpool,0,1,4,15,5,4.0,0.6666666666666666,14.666666666666666,6.333333333333333,15.866666666666667,0.3333333333333333,0.0,0.0
508,2021-11-07,16:30,Matchweek 11,Sun,Away,L,2.0,3.0,West Ham,1.5,0.9,69.0,59909.0,Jordan Henderson,4-3-3,Craig Pawson,Match Report,16.0,5.0,16.7,1.0,0.0,0.0,2021,Liverpool,0,0,21,16,6,4.0,0.6666666666666666,17.333333333333332,6.333333333333333,17.8,0.0,0.0,0.0
509,2021-11-20,17:30,Matchweek 12,Sat,Home,W,4.0,0.0,Arsenal,3.8,0.6,62.0,53092.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,19.0,9.0,13.4,0.0,0.0,0.0,2021,Liverpool,1,1,0,17,5,3.0,1.6666666666666667,16.333333333333332,5.333333333333333,18.033333333333335,0.3333333333333333,0.0,0.0
510,2021-11-27,15:00,Matchweek 13,Sat,Home,W,4.0,0.0,Southampton,3.1,1.0,64.0,53040.0,Jordan Henderson,4-3-3,Andre Marriner,Match Report,20.0,6.0,15.5,0.0,0.0,0.0,2021,Liverpool,1,1,18,15,5,2.6666666666666665,1.6666666666666667,16.333333333333332,5.666666666666667,16.966666666666665,0.3333333333333333,0.0,0.0
511,2021-12-01,20:15,Matchweek 14,Wed,Away,W,4.0,1.0,Everton,2.7,1.3,67.0,39641.0,Jordan Henderson,4-3-3,Paul Tierney,Match Report,16.0,7.0,16.5,1.0,0.0,0.0,2021,Liverpool,1,0,8,20,2,3.3333333333333335,1.0,18.333333333333332,6.666666666666667,15.200000000000001,0.3333333333333333,0.0,0.0
512,2021-12-04,15:00,Matchweek 15,Sat,Away,W,1.0,0.0,Wolves,2.6,0.1,66.0,30729.0,Jordan Henderson,4-3-3,Chris Kavanagh,Match Report,17.0,4.0,13.6,0.0,0.0,0.0,2021,Liverpool,1,0,22,15,5,4.0,0.3333333333333333,18.333333333333332,7.333333333333333,15.133333333333335,0.3333333333333333,0.0,0.0
513,2021-12-11,15:00,Matchweek 16,Sat,Home,W,1.0,0.0,Aston Villa,2.6,0.2,62.0,53093.0,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,19.0,4.0,16.1,0.0,1.0,1.0,2021,Liverpool,1,1,1,15,5,3.0,0.3333333333333333,17.666666666666668,5.666666666666667,15.200000000000001,0.3333333333333333,0.0,0.0
514,2021-12-16,20:00,Matchweek 17,Thu,Home,W,3.0,1.0,Newcastle Utd,3.0,0.3,74.0,52951.0,Jordan Henderson,4-3-3,Mike Dean,Match Report,23.0,8.0,16.4,0.0,0.0,0.0,2021,Liverpool,1,1,15,20,3,2.0,0.3333333333333333,17.333333333333332,5.0,15.4,0.3333333333333333,0.3333333333333333,0.3333333333333333
515,2021-12-19,16:30,Matchweek 18,Sun,Away,D,2.0,2.0,Tottenham,1.4,2.6,56.0,45421.0,James Milner,4-3-3,Paul Tierney,Match Report,18.0,6.0,16.7,0.0,0.0,0.0,2021,Liverpool,0,0,19,16,6,1.6666666666666667,0.3333333333333333,19.666666666666668,5.333333333333333,15.366666666666667,0.0,0.3333333333333333,0.3333333333333333
516,2021-12-28,20:00,Matchweek 20,Tue,Away,L,0.0,1.0,Leicester City,2.7,0.6,63.0,32230.0,Jordan Henderson,4-3-3,Michael Oliver,Match Report,20.0,3.0,15.0,0.0,0.0,1.0,2021,Liverpool,0,0,11,20,1,2.0,1.0,20.0,6.0,16.400000000000002,0.0,0.3333333333333333,0.3333333333333333
517,2022-01-02,16:30,Matchweek 21,Sun,Away,D,2.0,2.0,Chelsea,1.7,1.5,46.0,40072.0,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,10.0,6.0,17.9,0.0,0.0,0.0,2021,Liverpool,0,0,6,16,6,1.6666666666666667,1.3333333333333333,20.333333333333332,5.666666666666667,16.03333333333333,0.0,0.0,0.3333333333333333
518,2022-01-16,14:00,Matchweek 22,Sun,Home,W,3.0,0.0,Brentford,3.2,0.7,68.0,52824.0,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,27.0,13.0,16.7,0.0,0.0,0.0,2021,Liverpool,1,1,3,14,6,1.3333333333333333,1.6666666666666667,16.0,5.0,16.53333333333333,0.0,0.0,0.3333333333333333
519,2022-01-23,14:00,Matchweek 23,Sun,Away,W,3.0,1.0,Crystal Palace,1.8,2.4,57.0,25002.0,Jordan Henderson,4-3-3,Kevin Friend,Match Report,13.0,6.0,21.6,0.0,1.0,1.0,2021,Liverpool,1,0,7,14,6,1.6666666666666667,1.0,19.0,7.333333333333333,16.53333333333333,0.0,0.0,0.3333333333333333
520,2022-02-10,19:45,Matchweek 24,Thu,Home,W,2.0,0.0,Leicester City,2.2,0.6,64.0,53050.0,Virgil van Dijk,4-3-3,Chris Kavanagh,Match Report,22.0,11.0,15.7,0.0,0.0,0.0,2021,Liverpool,1,1,11,19,3,2.6666666666666665,1.0,16.666666666666668,8.333333333333334,18.73333333333333,0.0,0.3333333333333333,0.3333333333333333
521,2022-02-13,14:00,Matchweek 25,Sun,Away,W,1.0,0.0,Burnley,1.8,1.0,66.0,19563.0,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,12.0,4.0,14.4,0.0,0.0,0.0,2021,Liverpool,1,0,5,14,6,2.6666666666666665,0.3333333333333333,20.666666666666668,10.0,18.0,0.0,0.3333333333333333,0.3333333333333333
522,2022-02-19,15:00,Matchweek 26,Sat,Home,W,3.0,1.0,Norwich City,4.4,0.7,69.0,53135.0,Jordan Henderson,4-3-3,Mike Dean,Match Report,29.0,7.0,17.8,0.0,0.0,0.0,2021,Liverpool,1,1,16,15,5,2.0,0.3333333333333333,15.666666666666666,7.0,17.233333333333334,0.0,0.3333333333333333,0.3333333333333333
523,2022-02-23,19:45,Matchweek 19,Wed,Home,W,6.0,0.0,Leeds United,5.4,0.2,63.0,53018.0,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,21.0,12.0,17.7,0.0,2.0,2.0,2021,Liverpool,1,1,10,19,2,2.0,0.3333333333333333,21.0,7.333333333333333,15.966666666666667,0.0,0.0,0.0
524,2022-03-05,17:30,Matchweek 28,Sat,Home,W,1.0,0.0,West Ham,2.6,1.2,68.0,59925.0,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,22.0,5.0,19.1,1.0,0.0,0.0,2021,Liverpool,1,1,21,17,5,3.3333333333333335,0.3333333333333333,20.666666666666668,7.666666666666667,16.633333333333336,0.0,0.6666666666666666,0.6666666666666666
525,2022-03-12,12:30,Matchweek 29,Sat,Away,W,2.0,0.0,Brighton,2.3,0.6,48.0,31474.0,Jordan Henderson,4-3-3,Mike Dean,Match Report,17.0,8.0,15.2,0.0,1.0,1.0,2021,Liverpool,1,0,4,12,5,3.3333333333333335,0.3333333333333333,24.0,8.0,18.2,0.3333333333333333,0.6666666666666666,0.6666666666666666
526,2022-03-16,20:15,Matchweek 27,Wed,Away,W,2.0,0.0,Arsenal,1.6,0.7,51.0,59968.0,Jordan Henderson,4-3-3,Andre Marriner,Match Report,9.0,3.0,14.4,0.0,0.0,0.0,2021,Liverpool,1,0,0,20,2,3.0,0.0,20.0,8.333333333333334,17.333333333333332,0.3333333333333333,1.0,1.0
527,2022-04-02,12:30,Matchweek 31,Sat,Home,W,2.0,0.0,Watford,2.5,0.9,73.0,53104.0,Jordan Henderson,4-3-3,Stuart Attwell,Match Report,19.0,2.0,18.7,0.0,1.0,1.0,2021,Liverpool,1,1,20,12,5,1.6666666666666667,0.0,16.0,5.333333333333333,16.23333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
528,2022-04-10,16:30,Matchweek 32,Sun,Away,D,2.0,2.0,Manchester City,1.2,1.6,45.0,53197.0,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,6.0,4.0,22.9,0.0,0.0,0.0,2021,Liverpool,0,0,13,16,6,2.0,0.0,15.0,4.333333333333333,16.099999999999998,0.0,0.6666666666666666,0.6666666666666666
529,2022-04-19,20:00,Matchweek 30,Tue,Home,W,4.0,0.0,Manchester Utd,2.2,0.1,71.0,52686.0,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,14.0,5.0,15.5,0.0,0.0,0.0,2021,Liverpool,1,1,14,20,1,2.0,0.6666666666666666,11.333333333333334,3.0,18.666666666666668,0.0,0.3333333333333333,0.3333333333333333
530,2022-04-24,16:30,Matchweek 34,Sun,Home,W,2.0,0.0,Everton,1.9,0.6,82.0,53213.0,Virgil van Dijk,4-3-3,Stuart Attwell,Match Report,18.0,4.0,15.3,0.0,0.0,0.0,2021,Liverpool,1,1,8,16,6,2.6666666666666665,0.6666666666666666,13.0,3.6666666666666665,19.03333333333333,0.0,0.3333333333333333,0.3333333333333333
531,2022-04-30,12:30,Matchweek 35,Sat,Away,W,1.0,0.0,Newcastle Utd,2.4,0.3,64.0,52281.0,Jordan Henderson,4-3-3,Andre Marriner,Match Report,24.0,10.0,17.7,2.0,0.0,0.0,2021,Liverpool,1,0,15,12,5,2.6666666666666665,0.6666666666666666,12.666666666666666,4.333333333333333,17.900000000000002,0.0,0.0,0.0
532,2022-05-07,19:45,Matchweek 36,Sat,Home,D,1.0,1.0,Tottenham,1.4,1.2,64.0,53177.0,Jordan Henderson,4-3-3,Michael Oliver,Match Report,22.0,3.0,19.6,1.0,0.0,0.0,2021,Liverpool,0,1,19,19,5,2.3333333333333335,0.0,18.666666666666668,6.333333333333333,16.166666666666668,0.6666666666666666,0.0,0.0
533,2022-05-10,20:00,Matchweek 33,Tue,Away,W,2.0,1.0,Aston Villa,2.2,1.4,60.0,41919.0,Virgil van Dijk,4-3-3,Jonathan Moss,Match Report,17.0,5.0,17.0,2.0,0.0,0.0,2021,Liverpool,1,0,1,20,1,1.3333333333333333,0.3333333333333333,21.333333333333332,5.666666666666667,17.533333333333335,1.0,0.0,0.0
534,2022-05-17,19:45,Matchweek 37,Tue,Away,W,2.0,1.0,Southampton,1.5,0.1,70.0,31588.0,James Milner,4-3-3,Martin Atkinson,Match Report,24.0,5.0,18.6,0.0,0.0,0.0,2021,Liverpool,1,0,18,19,1,1.3333333333333333,0.6666666666666666,21.0,6.0,18.100000000000005,1.6666666666666667,0.0,0.0
535,2022-05-22,16:00,Matchweek 38,Sun,Home,W,3.0,1.0,Wolves,3.1,1.4,63.0,53097.0,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,29.0,7.0,15.6,0.0,0.0,0.0,2021,Liverpool,1,1,22,16,6,1.6666666666666667,1.0,21.0,4.333333333333333,18.400000000000002,1.0,0.0,0.0
