,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,sh,sot,dist,fk,pk,pkatt,season,team,target,venue_code,opp_code,hour,day_code,gf_rolling,ga_rolling,sh_rolling,sot_rolling,dist_rolling,fk_rolling,pk_rolling,pkatt_rolling
0,2021-09-11,15:00,Matchweek 4,Sat,Home,W,1.0,0.0,Norwich City,3.2,0.8,51.0,58000.0,Pierre-Emerick Aubameyang,4-2-3-1,Michael Oliver,Match Report,30.0,6.0,16.9,1.0,0.0,0.0,2021,Arsenal,1,1,16,15,5,0.0,3.0,9.666666666666666,2.3333333333333335,14.833333333333334,0.3333333333333333,0.0,0.0
1,2021-09-18,15:00,Matchweek 5,Sat,Away,W,1.0,0.0,Burnley,1.0,1.3,54.0,20000.0,Pierre-Emerick Aubameyang,4-1-4-1,Anthony Taylor,Match Report,13.0,3.0,20.7,1.0,0.0,0.0,2021,Arsenal,1,0,5,15,5,0.3333333333333333,2.3333333333333335,12.333333333333334,3.0,14.133333333333333,0.3333333333333333,0.0,0.0
2,2021-09-26,16:30,Matchweek 6,Sun,Home,W,3.0,1.0,Tottenham,1.1,1.0,46.0,59919.0,Pierre-Emerick Aubameyang,4-2-3-1,Craig Pawson,Match Report,12.0,7.0,17.7,0.0,0.0,0.0,2021,Arsenal,1,1,19,16,6,0.6666666666666666,1.6666666666666667,14.666666666666666,3.0,14.799999999999999,0.6666666666666666,0.0,0.0
3,2021-10-02,17:30,Matchweek 7,Sat,Away,D,0.0,0.0,Brighton,0.6,1.6,42.0,31266.0,Pierre-Emerick Aubameyang,4-2-3-1,Jonathan Moss,Match Report,8.0,2.0,21.1,1.0,0.0,0.0,2021,Arsenal,0,0,4,17,5,1.6666666666666667,0.3333333333333333,18.333333333333332,5.333333333333333,18.433333333333334,0.6666666666666666,0.0,0.0
4,2021-10-18,20:00,Matchweek 8,Mon,Home,D,2.0,2.0,Crystal Palace,1.9,0.9,54.0,59475.0,Pierre-Emerick Aubameyang,4-1-4-1,Mike Dean,Match Report,17.0,6.0,17.6,1.0,0.0,0.0,2021,Arsenal,0,1,7,20,0,1.3333333333333333,0.3333333333333333,11.0,4.0,19.833333333333332,0.6666666666666666,0.0,0.0
5,2021-10-22,20:00,Matchweek 9,Fri,Home,W,3.0,1.0,Aston Villa,3.1,1.4,53.0,59496.0,Pierre-Emerick Aubameyang,4-2-3-1,Craig Pawson,Match Report,21.0,8.0,17.3,1.0,0.0,1.0,2021,Arsenal,1,1,1,20,4,1.6666666666666667,1.0,12.333333333333334,5.0,18.8,0.6666666666666666,0.0,0.0
6,2021-10-30,12:30,Matchweek 10,Sat,Away,W,2.0,0.0,Leicester City,0.9,1.4,36.0,32209.0,Pierre-Emerick Aubameyang,4-4-1-1,Michael Oliver,Match Report,9.0,5.0,16.7,0.0,0.0,0.0,2021,Arsenal,1,0,11,12,5,1.6666666666666667,1.0,15.333333333333334,5.333333333333333,18.666666666666668,1.0,0.0,0.3333333333333333
7,2021-11-07,14:00,Matchweek 11,Sun,Home,W,1.0,0.0,Watford,1.9,0.9,60.0,59833.0,Pierre-Emerick Aubameyang,4-4-1-1,Kevin Friend,Match Report,13.0,5.0,21.1,1.0,0.0,1.0,2021,Arsenal,1,1,20,14,6,2.3333333333333335,1.0,15.666666666666666,6.333333333333333,17.200000000000003,0.6666666666666666,0.0,0.3333333333333333
8,2021-11-20,17:30,Matchweek 12,Sat,Away,L,0.0,4.0,Liverpool,0.6,3.8,38.0,53092.0,Pierre-Emerick Aubameyang,4-4-1-1,Michael Oliver,Match Report,5.0,3.0,19.9,0.0,0.0,0.0,2021,Arsenal,0,0,12,17,5,2.0,0.3333333333333333,14.333333333333334,6.0,18.366666666666664,0.6666666666666666,0.0,0.6666666666666666
9,2021-11-27,12:30,Matchweek 13,Sat,Home,W,2.0,0.0,Newcastle Utd,2.8,0.4,66.0,59886.0,Pierre-Emerick Aubameyang,4-4-1-1,Stuart Attwell,Match Report,24.0,6.0,17.8,1.0,0.0,0.0,2021,Arsenal,1,1,15,12,5,1.0,1.3333333333333333,9.0,4.333333333333333,19.233333333333334,0.3333333333333333,0.0,0.3333333333333333
10,2021-12-02,20:15,Matchweek 14,Thu,Away,L,2.0,3.0,Manchester Utd,1.7,1.9,56.0,73123.0,Pierre-Emerick Aubameyang,4-4-1-1,Martin Atkinson,Match Report,17.0,7.0,16.5,1.0,0.0,0.0,2021,Arsenal,0,0,14,20,3,1.0,1.3333333333333333,14.0,4.666666666666667,19.599999999999998,0.6666666666666666,0.0,0.3333333333333333
11,2021-12-06,20:00,Matchweek 15,Mon,Away,L,1.0,2.0,Everton,1.3,1.1,63.0,38906.0,Alexandre Lacazette,4-2-3-1,Mike Dean,Match Report,10.0,3.0,16.1,0.0,0.0,0.0,2021,Arsenal,0,0,8,20,0,1.3333333333333333,2.3333333333333335,15.333333333333334,5.333333333333333,18.066666666666666,0.6666666666666666,0.0,0.0
12,2021-12-11,15:00,Matchweek 16,Sat,Home,W,3.0,0.0,Southampton,1.9,0.8,61.0,59653.0,Alexandre Lacazette,4-4-1-1,Jarred Gillett,Match Report,15.0,5.0,15.7,0.0,0.0,0.0,2021,Arsenal,1,1,18,15,5,1.6666666666666667,1.6666666666666667,17.0,5.333333333333333,16.8,0.6666666666666666,0.0,0.0
13,2021-12-15,20:00,Matchweek 17,Wed,Home,W,2.0,0.0,West Ham,3.1,0.4,55.0,59777.0,Alexandre Lacazette,4-4-1-1,Anthony Taylor,Match Report,20.0,7.0,19.6,2.0,0.0,1.0,2021,Arsenal,1,1,21,20,2,2.0,1.6666666666666667,14.0,5.0,16.099999999999998,0.3333333333333333,0.0,0.0
14,2021-12-18,17:30,Matchweek 18,Sat,Away,W,4.0,1.0,Leeds United,3.4,1.6,49.0,36166.0,Alexandre Lacazette,4-2-3-1,Andre Marriner,Match Report,21.0,12.0,16.7,0.0,0.0,0.0,2021,Arsenal,1,0,10,17,5,2.0,0.6666666666666666,15.0,5.0,17.133333333333336,0.6666666666666666,0.0,0.3333333333333333
15,2021-12-26,15:00,Matchweek 19,Sun,Away,W,5.0,0.0,Norwich City,2.7,0.2,64.0,26940.0,Alexandre Lacazette,4-2-3-1,Graham Scott,Match Report,15.0,5.0,17.7,1.0,1.0,1.0,2021,Arsenal,1,0,16,15,6,3.0,0.3333333333333333,18.666666666666668,8.0,17.333333333333332,0.6666666666666666,0.0,0.3333333333333333
16,2022-01-01,12:30,Matchweek 21,Sat,Home,L,1.0,2.0,Manchester City,0.9,2.2,29.0,59757.0,Alexandre Lacazette,4-2-3-1,Stuart Attwell,Match Report,7.0,2.0,15.6,0.0,0.0,0.0,2021,Arsenal,0,1,13,12,5,3.6666666666666665,0.3333333333333333,18.666666666666668,8.0,18.0,1.0,0.3333333333333333,0.6666666666666666
17,2022-01-23,14:00,Matchweek 23,Sun,Home,D,0.0,0.0,Burnley,1.5,0.7,75.0,59255.0,Alexandre Lacazette,4-1-4-1,David Coote,Match Report,20.0,5.0,18.8,2.0,0.0,0.0,2021,Arsenal,0,1,5,14,6,3.3333333333333335,1.0,14.333333333333334,6.333333333333333,16.666666666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333
18,2022-02-10,19:45,Matchweek 24,Thu,Away,W,1.0,0.0,Wolves,1.9,0.9,42.0,31523.0,Alexandre Lacazette,4-2-3-1,Michael Oliver,Match Report,12.0,2.0,17.2,0.0,0.0,0.0,2021,Arsenal,1,0,22,19,3,2.0,0.6666666666666666,14.0,4.0,17.366666666666667,1.0,0.3333333333333333,0.3333333333333333
19,2022-02-19,15:00,Matchweek 26,Sat,Home,W,2.0,1.0,Brentford,2.2,0.9,66.0,59249.0,Alexandre Lacazette,4-2-3-1,Jonathan Moss,Match Report,24.0,7.0,16.0,0.0,0.0,0.0,2021,Arsenal,1,1,3,15,5,0.6666666666666666,0.6666666666666666,13.0,3.0,17.200000000000003,0.6666666666666666,0.0,0.0
20,2022-02-24,19:45,Matchweek 20,Thu,Home,W,2.0,1.0,Wolves,3.6,1.3,56.0,59888.0,Alexandre Lacazette,4-2-3-1,Martin Atkinson,Match Report,26.0,5.0,15.6,1.0,0.0,0.0,2021,Arsenal,1,1,22,19,3,1.0,0.3333333333333333,18.666666666666668,4.666666666666667,17.333333333333332,0.6666666666666666,0.0,0.0
21,2022-03-06,14:00,Matchweek 28,Sun,Away,W,3.0,2.0,Watford,1.4,1.3,56.0,21142.0,Alexandre Lacazette,4-2-3-1,Craig Pawson,Match Report,16.0,4.0,17.3,0.0,0.0,0.0,2021,Arsenal,1,0,20,14,6,1.6666666666666667,0.6666666666666666,20.666666666666668,4.666666666666667,16.266666666666666,0.3333333333333333,0.0,0.0
22,2022-03-13,16:30,Matchweek 29,Sun,Home,W,2.0,0.0,Leicester City,2.8,0.5,46.0,60111.0,Alexandre Lacazette,4-2-3-1,Anthony Taylor,Match Report,20.0,6.0,16.2,0.0,1.0,1.0,2021,Arsenal,1,1,11,16,6,2.3333333333333335,1.3333333333333333,22.0,5.333333333333333,16.3,0.3333333333333333,0.0,0.0
23,2022-03-16,20:15,Matchweek 27,Wed,Home,L,0.0,2.0,Liverpool,0.7,1.6,49.0,59968.0,Alexandre Lacazette,4-2-3-1,Andre Marriner,Match Report,9.0,2.0,22.5,0.0,0.0,0.0,2021,Arsenal,0,1,12,20,2,2.3333333333333335,1.0,20.666666666666668,5.0,16.366666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333
24,2022-03-19,12:30,Matchweek 30,Sat,Away,W,1.0,0.0,Aston Villa,1.5,0.5,53.0,41956.0,Alexandre Lacazette,4-2-3-1,Andy Madley,Match Report,10.0,3.0,19.5,0.0,0.0,0.0,2021,Arsenal,1,0,1,12,5,1.6666666666666667,1.3333333333333333,15.0,4.0,18.666666666666668,0.0,0.3333333333333333,0.3333333333333333
25,2022-04-04,20:00,Matchweek 31,Mon,Away,L,0.0,3.0,Crystal Palace,1.0,1.7,68.0,25149.0,Alexandre Lacazette,4-2-3-1,Paul Tierney,Match Report,12.0,3.0,18.5,0.0,0.0,0.0,2021,Arsenal,0,0,7,20,0,1.0,0.6666666666666666,13.0,3.6666666666666665,19.400000000000002,0.0,0.3333333333333333,0.3333333333333333
26,2022-04-09,15:00,Matchweek 32,Sat,Home,L,1.0,2.0,Brighton,2.0,0.8,64.0,60112.0,Alexandre Lacazette,4-2-3-1,David Coote,Match Report,20.0,4.0,16.7,2.0,0.0,0.0,2021,Arsenal,0,1,4,15,5,0.3333333333333333,1.6666666666666667,10.333333333333334,2.6666666666666665,20.166666666666668,0.0,0.0,0.0
27,2022-04-16,15:00,Matchweek 33,Sat,Away,L,0.0,1.0,Southampton,1.8,0.7,75.0,31465.0,Martin Ødegaard,4-2-3-1,Peter Bankes,Match Report,23.0,6.0,18.3,1.0,0.0,0.0,2021,Arsenal,0,0,18,15,5,0.6666666666666666,1.6666666666666667,14.0,3.3333333333333335,18.233333333333334,0.6666666666666666,0.0,0.0
28,2022-04-20,19:45,Matchweek 25,Wed,Away,W,4.0,2.0,Chelsea,1.8,1.1,33.0,32249.0,Martin Ødegaard,4-2-3-1,Jonathan Moss,Match Report,13.0,3.0,19.5,0.0,1.0,1.0,2021,Arsenal,1,0,6,19,2,0.3333333333333333,2.0,18.333333333333332,4.333333333333333,17.833333333333332,1.0,0.0,0.0
29,2022-04-23,12:30,Matchweek 34,Sat,Home,W,3.0,1.0,Manchester Utd,2.4,2.1,54.0,60223.0,Martin Ødegaard,4-2-3-1,Craig Pawson,Match Report,13.0,6.0,19.3,1.0,1.0,1.0,2021,Arsenal,1,1,14,12,5,1.6666666666666667,1.6666666666666667,18.666666666666668,4.333333333333333,18.166666666666668,1.0,0.3333333333333333,0.3333333333333333
30,2022-05-01,16:30,Matchweek 35,Sun,Away,W,2.0,1.0,West Ham,0.9,0.6,43.0,59959.0,Martin Ødegaard,4-2-3-1,Mike Dean,Match Report,13.0,7.0,19.3,0.0,0.0,0.0,2021,Arsenal,1,0,21,16,6,2.3333333333333335,1.3333333333333333,16.333333333333332,5.0,19.033333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666
31,2022-05-08,14:00,Matchweek 36,Sun,Home,W,2.0,1.0,Leeds United,2.5,0.5,64.0,60108.0,Martin Ødegaard,4-2-3-1,Chris Kavanagh,Match Report,19.0,9.0,14.3,2.0,0.0,0.0,2021,Arsenal,1,1,10,14,6,3.0,1.3333333333333333,13.0,5.333333333333333,19.36666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666
32,2022-05-12,19:45,Matchweek 22,Thu,Away,L,0.0,3.0,Tottenham,0.6,3.0,43.0,62027.0,Martin Ødegaard,4-3-3,Paul Tierney,Match Report,9.0,5.0,24.0,0.0,0.0,0.0,2021,Arsenal,0,0,19,19,3,2.3333333333333335,1.0,15.0,7.333333333333333,17.633333333333336,1.0,0.3333333333333333,0.3333333333333333
33,2022-05-16,20:00,Matchweek 37,Mon,Away,L,0.0,2.0,Newcastle Utd,0.7,1.7,49.0,52274.0,Martin Ødegaard,4-2-3-1,Darren England,Match Report,11.0,2.0,21.1,0.0,0.0,0.0,2021,Arsenal,0,0,15,20,0,1.3333333333333333,1.6666666666666667,13.666666666666666,7.0,19.200000000000003,0.6666666666666666,0.0,0.0
34,2022-05-22,16:00,Matchweek 38,Sun,Home,W,5.0,1.0,Everton,4.1,1.1,73.0,60201.0,Martin Ødegaard,4-2-3-1,Andre Marriner,Match Report,25.0,8.0,17.0,1.0,1.0,1.0,2021,Arsenal,1,1,8,16,6,0.6666666666666666,2.0,13.0,5.333333333333333,19.8,0.6666666666666666,0.0,0.0
35,2022-08-05,20:00,Matchweek 1,Fri,Away,W,2.0,0.0,Crystal Palace,1.0,1.2,44.0,25286.0,Martin Ødegaard,4-3-3,Anthony Taylor,Match Report,10.0,2.0,14.6,1.0,0.0,0.0,2022,Arsenal,1,0,7,20,4,1.6666666666666667,2.0,15.0,5.0,20.700000000000003,0.3333333333333333,0.3333333333333333,0.3333333333333333
36,2022-08-13,15:00,Matchweek 2,Sat,Home,W,4.0,2.0,Leicester City,2.7,0.5,50.0,60033.0,Martin Ødegaard,4-2-3-1,Darren England,Match Report,19.0,7.0,13.0,0.0,0.0,0.0,2022,Arsenal,1,1,11,15,5,2.3333333333333335,1.0,15.333333333333334,4.0,17.566666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
37,2022-08-20,17:30,Matchweek 3,Sat,Away,W,3.0,0.0,Bournemouth,1.3,0.3,57.0,10423.0,Martin Ødegaard,4-2-3-1,Craig Pawson,Match Report,14.0,6.0,14.8,0.0,0.0,0.0,2022,Arsenal,1,0,2,17,5,3.6666666666666665,1.0,18.0,5.666666666666667,14.866666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333
38,2022-08-27,17:30,Matchweek 4,Sat,Home,W,2.0,1.0,Fulham,2.6,0.8,71.0,60164.0,Martin Ødegaard,4-2-3-1,Jarred Gillett,Match Report,22.0,8.0,15.5,1.0,0.0,0.0,2022,Arsenal,1,1,9,17,5,3.0,0.6666666666666666,14.333333333333334,5.0,14.133333333333335,0.3333333333333333,0.0,0.0
39,2022-08-31,19:30,Matchweek 5,Wed,Home,W,2.0,1.0,Aston Villa,2.4,0.4,59.0,60012.0,Martin Ødegaard,4-2-3-1,Robert Jones,Match Report,22.0,8.0,16.3,1.0,0.0,0.0,2022,Arsenal,1,1,1,19,2,3.0,1.0,18.333333333333332,7.0,14.433333333333335,0.3333333333333333,0.0,0.0
40,2022-09-04,16:30,Matchweek 6,Sun,Away,L,1.0,3.0,Manchester Utd,1.3,1.5,60.0,73431.0,Martin Ødegaard,4-2-3-1,Paul Tierney,Match Report,16.0,3.0,18.6,1.0,0.0,0.0,2022,Arsenal,0,0,14,16,6,2.3333333333333335,0.6666666666666666,19.333333333333332,7.333333333333333,15.533333333333333,0.6666666666666666,0.0,0.0
41,2022-09-18,12:00,Matchweek 8,Sun,Away,W,3.0,0.0,Brentford,1.5,0.5,63.0,17122.0,Granit Xhaka,4-2-3-1,David Coote,Match Report,13.0,7.0,18.2,0.0,0.0,0.0,2022,Arsenal,1,0,3,12,6,1.6666666666666667,1.6666666666666667,20.0,6.333333333333333,16.8,1.0,0.0,0.0
42,2022-10-01,12:30,Matchweek 9,Sat,Home,W,3.0,1.0,Tottenham,2.4,1.6,64.0,60278.0,Martin Ødegaard,4-2-3-1,Anthony Taylor,Match Report,22.0,9.0,18.6,1.0,0.0,0.0,2022,Arsenal,1,1,19,12,5,2.0,1.3333333333333333,17.0,6.0,17.700000000000003,0.6666666666666666,0.0,0.0
43,2022-10-09,16:30,Matchweek 10,Sun,Home,W,3.0,2.0,Liverpool,2.7,1.1,43.0,60059.0,Martin Ødegaard,4-2-3-1,Michael Oliver,Match Report,10.0,6.0,14.3,0.0,1.0,1.0,2022,Arsenal,1,1,12,16,6,2.3333333333333335,1.3333333333333333,17.0,6.333333333333333,18.46666666666667,0.6666666666666666,0.0,0.0
44,2022-10-16,14:00,Matchweek 11,Sun,Away,W,1.0,0.0,Leeds United,0.5,1.8,53.0,36700.0,Martin Ødegaard,4-2-3-1,Chris Kavanagh,Match Report,9.0,4.0,16.6,1.0,0.0,0.0,2022,Arsenal,1,0,10,14,6,3.0,1.0,15.0,7.333333333333333,17.033333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333
45,2022-10-23,14:00,Matchweek 13,Sun,Away,D,1.0,1.0,Southampton,1.0,0.7,59.0,31145.0,Martin Ødegaard,4-3-3,Robert Jones,Match Report,12.0,3.0,17.2,0.0,0.0,0.0,2022,Arsenal,0,0,18,14,6,2.3333333333333335,1.0,13.666666666666666,6.333333333333333,16.500000000000004,0.6666666666666666,0.3333333333333333,0.3333333333333333
46,2022-10-30,14:00,Matchweek 14,Sun,Home,W,5.0,0.0,Nott'ham Forest,2.3,0.4,69.0,60263.0,Martin Ødegaard,4-3-3,Simon Hooper,Match Report,24.0,9.0,16.0,1.0,0.0,0.0,2022,Arsenal,1,1,17,14,6,1.6666666666666667,1.0,10.333333333333334,4.333333333333333,16.033333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333
47,2022-11-06,12:00,Matchweek 15,Sun,Away,W,1.0,0.0,Chelsea,2.1,0.3,55.0,40142.0,Martin Ødegaard,4-3-3,Michael Oliver,Match Report,14.0,2.0,14.5,0.0,0.0,0.0,2022,Arsenal,1,0,6,12,6,2.3333333333333335,0.3333333333333333,15.0,5.333333333333333,16.599999999999998,0.6666666666666666,0.0,0.0
48,2022-11-12,19:45,Matchweek 16,Sat,Away,W,2.0,0.0,Wolves,2.1,0.7,62.0,34624.0,Martin Ødegaard,4-3-3,Stuart Attwell,Match Report,14.0,3.0,13.7,0.0,0.0,0.0,2022,Arsenal,1,0,22,19,5,2.3333333333333335,0.3333333333333333,16.666666666666668,4.666666666666667,15.9,0.3333333333333333,0.0,0.0
49,2021-09-11,17:30,Matchweek 4,Sat,Away,L,0.0,3.0,Chelsea,1.3,1.0,43.0,39969.0,Tyrone Mings,5-3-2,Stuart Attwell,Match Report,18.0,6.0,18.6,0.0,0.0,0.0,2021,Aston Villa,0,0,6,17,5,1.6666666666666667,1.3333333333333333,8.666666666666666,2.3333333333333335,18.7,0.3333333333333333,0.6666666666666666,0.6666666666666666
50,2021-09-18,17:30,Matchweek 5,Sat,Home,W,3.0,0.0,Everton,1.0,1.0,55.0,41888.0,Tyrone Mings,5-3-2,Craig Pawson,Match Report,15.0,3.0,19.3,1.0,0.0,0.0,2021,Aston Villa,1,1,8,17,5,1.0,1.3333333333333333,11.333333333333334,4.0,17.3,0.0,0.3333333333333333,0.3333333333333333
51,2021-09-25,12:30,Matchweek 6,Sat,Away,W,1.0,0.0,Manchester Utd,1.2,2.5,41.0,72922.0,Tyrone Mings,3-5-2,Mike Dean,Match Report,7.0,3.0,14.1,1.0,0.0,0.0,2021,Aston Villa,1,0,14,12,5,1.3333333333333333,1.3333333333333333,13.333333333333334,4.666666666666667,17.233333333333334,0.3333333333333333,0.0,0.0
52,2021-10-03,14:00,Matchweek 7,Sun,Away,L,1.0,2.0,Tottenham,1.1,1.4,44.0,53076.0,Tyrone Mings,3-5-2,Chris Kavanagh,Match Report,14.0,3.0,18.0,0.0,0.0,0.0,2021,Aston Villa,0,0,19,14,6,1.3333333333333333,1.0,13.333333333333334,4.0,17.333333333333332,0.6666666666666666,0.0,0.0
53,2021-10-16,15:00,Matchweek 8,Sat,Home,L,2.0,3.0,Wolves,1.2,1.9,48.0,41951.0,Tyrone Mings,3-4-1-2,Michael Oliver,Match Report,14.0,5.0,18.0,0.0,0.0,0.0,2021,Aston Villa,0,1,22,15,5,1.6666666666666667,0.6666666666666666,12.0,3.0,17.133333333333333,0.6666666666666666,0.0,0.0
54,2021-10-22,20:00,Matchweek 9,Fri,Away,L,1.0,3.0,Arsenal,1.4,3.1,47.0,59496.0,Tyrone Mings,3-4-1-2,Craig Pawson,Match Report,10.0,4.0,17.2,1.0,0.0,0.0,2021,Aston Villa,0,0,0,20,4,1.3333333333333333,1.6666666666666667,11.666666666666666,3.6666666666666665,16.7,0.3333333333333333,0.0,0.0
55,2021-10-31,16:30,Matchweek 10,Sun,Home,L,1.0,4.0,West Ham,0.8,2.7,43.0,41874.0,John McGinn,4-3-3,Chris Kavanagh,Match Report,9.0,3.0,16.4,0.0,0.0,0.0,2021,Aston Villa,0,1,21,16,6,1.3333333333333333,2.6666666666666665,12.666666666666666,4.0,17.733333333333334,0.3333333333333333,0.0,0.0
56,2021-11-05,20:00,Matchweek 11,Fri,Away,L,0.0,1.0,Southampton,0.9,0.8,44.0,30178.0,Tyrone Mings,4-2-3-1,Andy Madley,Match Report,14.0,3.0,19.5,1.0,0.0,0.0,2021,Aston Villa,0,0,18,20,4,1.3333333333333333,3.3333333333333335,11.0,4.0,17.2,0.3333333333333333,0.0,0.0
57,2021-11-20,15:00,Matchweek 12,Sat,Home,W,2.0,0.0,Brighton,0.8,0.5,38.0,41925.0,Tyrone Mings,4-3-3,Anthony Taylor,Match Report,9.0,5.0,16.5,0.0,0.0,0.0,2021,Aston Villa,1,1,4,15,5,0.6666666666666666,2.6666666666666665,11.0,3.3333333333333335,17.7,0.6666666666666666,0.0,0.0
58,2021-11-27,15:00,Matchweek 13,Sat,Away,W,2.0,1.0,Crystal Palace,0.5,0.8,36.0,25203.0,Tyrone Mings,4-3-3,Michael Salisbury,Match Report,10.0,3.0,20.5,2.0,0.0,0.0,2021,Aston Villa,1,0,7,15,5,1.0,1.6666666666666667,10.666666666666666,3.6666666666666665,17.466666666666665,0.3333333333333333,0.0,0.0
59,2021-12-01,20:15,Matchweek 14,Wed,Home,L,1.0,2.0,Manchester City,0.9,1.2,36.0,41400.0,Tyrone Mings,4-3-3,Mike Dean,Match Report,9.0,3.0,13.1,0.0,0.0,0.0,2021,Aston Villa,0,1,13,20,2,1.3333333333333333,0.6666666666666666,11.0,3.6666666666666665,18.833333333333332,1.0,0.0,0.0
60,2021-12-05,16:30,Matchweek 15,Sun,Home,W,2.0,1.0,Leicester City,2.3,1.2,41.0,41572.0,Tyrone Mings,4-3-3,Michael Oliver,Match Report,13.0,4.0,13.9,0.0,0.0,0.0,2021,Aston Villa,1,1,11,16,6,1.6666666666666667,1.0,9.333333333333334,3.6666666666666665,16.7,0.6666666666666666,0.0,0.0
61,2021-12-11,15:00,Matchweek 16,Sat,Away,L,0.0,1.0,Liverpool,0.2,2.6,38.0,53093.0,Tyrone Mings,4-3-3,Stuart Attwell,Match Report,4.0,0.0,23.6,1.0,0.0,0.0,2021,Aston Villa,0,0,12,15,5,1.6666666666666667,1.3333333333333333,10.666666666666666,3.3333333333333335,15.833333333333334,0.6666666666666666,0.0,0.0
62,2021-12-14,19:45,Matchweek 17,Tue,Away,W,2.0,0.0,Norwich City,2.2,0.6,50.0,26836.0,Tyrone Mings,4-3-3,David Coote,Match Report,17.0,6.0,16.8,0.0,0.0,0.0,2021,Aston Villa,1,0,16,19,1,1.0,1.3333333333333333,8.666666666666666,2.3333333333333335,16.866666666666667,0.3333333333333333,0.0,0.0
63,2021-12-26,17:30,Matchweek 19,Sun,Home,L,1.0,3.0,Chelsea,0.6,2.7,42.0,41907.0,Tyrone Mings,4-3-1-2,Martin Atkinson,Match Report,8.0,1.0,18.8,0.0,0.0,0.0,2021,Aston Villa,0,1,6,17,6,1.3333333333333333,0.6666666666666666,11.333333333333334,3.3333333333333335,18.099999999999998,0.3333333333333333,0.0,0.0
64,2022-01-02,14:00,Matchweek 21,Sun,Away,L,1.0,2.0,Brentford,1.2,0.8,55.0,16876.0,John McGinn,4-3-3,Craig Pawson,Match Report,16.0,5.0,17.1,0.0,0.0,0.0,2021,Aston Villa,0,0,3,14,6,1.0,1.3333333333333333,9.666666666666666,2.3333333333333335,19.733333333333334,0.3333333333333333,0.0,0.0
65,2022-01-15,17:30,Matchweek 22,Sat,Home,D,2.0,2.0,Manchester Utd,1.8,1.3,54.0,41968.0,Tyrone Mings,4-3-3,David Coote,Match Report,13.0,9.0,12.7,0.0,0.0,0.0,2021,Aston Villa,0,1,14,17,5,1.3333333333333333,1.6666666666666667,13.666666666666666,4.0,17.566666666666666,0.0,0.0,0.0
66,2022-01-22,12:30,Matchweek 23,Sat,Away,W,1.0,0.0,Everton,0.7,1.7,50.0,38203.0,Tyrone Mings,4-3-3,Craig Pawson,Match Report,8.0,3.0,19.8,2.0,0.0,0.0,2021,Aston Villa,1,0,8,12,5,1.3333333333333333,2.3333333333333335,12.333333333333334,5.0,16.200000000000003,0.0,0.0,0.0
67,2022-02-09,20:00,Matchweek 24,Wed,Home,D,3.0,3.0,Leeds United,2.1,1.8,40.0,41927.0,Tyrone Mings,4-3-3,Jarred Gillett,Match Report,12.0,4.0,15.7,0.0,0.0,0.0,2021,Aston Villa,0,1,10,20,2,1.3333333333333333,1.3333333333333333,12.333333333333334,5.666666666666667,16.533333333333335,0.6666666666666666,0.0,0.0
68,2022-02-13,14:00,Matchweek 25,Sun,Away,L,0.0,1.0,Newcastle Utd,0.8,0.6,62.0,52207.0,Tyrone Mings,4-3-3,Craig Pawson,Match Report,11.0,1.0,19.9,1.0,0.0,0.0,2021,Aston Villa,0,0,15,14,6,2.0,1.6666666666666667,11.0,5.333333333333333,16.066666666666666,0.6666666666666666,0.0,0.0
69,2022-02-19,15:00,Matchweek 26,Sat,Home,L,0.0,1.0,Watford,1.7,1.3,59.0,41936.0,Tyrone Mings,4-3-3,Robert Jones,Match Report,20.0,1.0,21.0,1.0,0.0,0.0,2021,Aston Villa,0,1,20,15,5,1.3333333333333333,1.3333333333333333,10.333333333333334,2.6666666666666665,18.466666666666665,1.0,0.0,0.0
70,2022-02-26,15:00,Matchweek 27,Sat,Away,W,2.0,0.0,Brighton,1.0,0.9,34.0,31475.0,Tyrone Mings,4-1-2-1-2◆,John Brooks,Match Report,9.0,4.0,17.5,1.0,0.0,0.0,2021,Aston Villa,1,0,4,15,5,1.0,1.6666666666666667,14.333333333333334,2.0,18.866666666666664,0.6666666666666666,0.0,0.0
71,2022-03-05,15:00,Matchweek 28,Sat,Home,W,4.0,0.0,Southampton,2.5,1.1,38.0,41855.0,Tyrone Mings,4-3-1-2,Peter Bankes,Match Report,14.0,9.0,15.7,0.0,0.0,0.0,2021,Aston Villa,1,1,18,15,5,0.6666666666666666,0.6666666666666666,13.333333333333334,2.0,19.466666666666665,1.0,0.0,0.0
